주종,주류명,생산국가,용량,도수,특징
위스키,발베니21 포트우드,영국,700,40,"발베니 더블우드는 두 가지 우드에서 숙성시켜 독특한 특징을 갖게 만든 21년산 싱글 몰트입니다. 버번을 담았던 전통적인 오크 통은 위스키를 부드럽게 하며 셰리 우드는 깊고 진한 향을 만듭니다. 이는 발베니만의 품부하고 달콤한 맛과 향을 배가 시켜줍니다, 위스키에도 ‘수제(手製)’가 있다. ‘데이빗 스튜어트’가 평생을 바쳐 만들어 낸 발베니가 바로 그것이다. 〈위스키 바이블〉의 저자이자 유명한 위스키 평론가인 짐 머레이는 데이빗 스튜어트를 ‘위스키의 신(神)’이라고 칭송한 바 있다. 500년 전에 스코틀랜드의 동북부를 지키는 철옹성이었던 ‘발베니 캐슬’에 지어진 발베니 증류소는 1892년 첫 증류 이래로 지금까지 전통 수제 방식을 고집하며 발베니를 만들고 있다.발베니는 보리 경작에서 몰팅, 병입, 라벨을 붙이기까지의 전 과정이 ‘사람의 손’에 의해 이루어지는 세계 유일의 싱글 몰트 위스키이다. 50년 이상의 세월을 발베니 증류에 바친 몰트 마스터, 구리 세공 장인, 오크 통 제조 장인 들의 손길로 생산된다."
위스키,발베니25,영국,700,47.8,
위스키,발블레어05,영국,700      ,46      ,
위스키,발블레어2000,영국,700,46      ,
위스키,발블레어90,영국,700      ,46      ,
위스키,발블레어99,영국,700      ,46      ,
위스키,발블렝어1991,영국,700      ,46      ,
위스키,버팔로트레이스,미국,750       /1000      ,45,"깊은 호박색 위스키에는 바닐라, 박하 및 당밀의 복잡한 향이 있습니다. 참나무, 토피, 어두운 과일 및 아니스로가는 갈색 설탕과 향신료가 들어간 맛이 즐겁습니다. 이 위스키는 진지한 깊이로 길고 매끄럽게 마무리됩니다."
위스키,베이질 헤이든,미국,750      ,40      ,"향 : 꿀, 허브와 같은 스파이시한 향8년 이상 숙성시킨 부드러운 향미의 절정저장고 최하단에서 8년 이상 숙성시켜 부드러운 향미의 절정을 이룬 베이질 헤이든은 호밀 비율이 짐빔의 2배 이상으로 독특한 스파이시를 느낄 수 있으며, 알코올 도수를 40%에 맞춰 매우 부드럽게 즐길 수 있습니다. 칵테일 '맨하탄', '올드패션'의 베이스로 추천합니다"
위스키,베이커스 7년,미국,750      ,53.5      ,"미국7년 이상 숙성시킨 '풀바디 타입'의 슈퍼 프리미엄 버번Beam의 저장고는 9단이며, 상단으로 갈수록 저장고 내의 온도는 약간 높고, 습도는 낮아집니다. 그 때문에 오크통 속 위스키 원액의 호흡이 활발해 지고, 숙성은 빨라지며, 알코올 도수도 높아집니다. 상단 8~9단에 7년 이상 숙성된 오크통이 가장 향기롭고 박력있는 풀 바디 타입입니다. 베이커스는 시가와도 잘 어울립니다."
위스키,벤로막 싱글몰트위스키,영국,700      ,43      ,
위스키,벤리악 10년,영국,700,43,
위스키,벤리악 25년,영국,700,46,
위스키,벤리악 30년,영국,700,46,
위스키,벤리악 하트,영국,700,40,
위스키,보모어 12년,영국,700      ,40      ,1779년 아일레이의 첫 번째 증류소인 ‘보모어’. 역사적인 위스키 증류사 데이비드 심슨이 설립했으며 몰팅과 숙성에 전통적인 위스키 생산법을 유지하고 있다. ‘보모어 12년’은 레몬과 벌꿀의 미묘한 향과 바다 소금을 연상시키는 피트 향이 특징이다.
위스키,보모어 18년,영국,700      ,43      ,1779년 아일레이의 첫 번째 증류소인 ‘보모어’. 역사적인 위스키 증류사 데이비드 심슨이 설립했으며 몰팅과 숙성에 전통적인 위스키 생산법을 유지하고 있다. 1994년 일본 그룹인 산토리의 소유가 되었다.국내에서는 ‘보모어 12년’과 보모어15년 ‘보모어18년’을 맛볼 수 있다.
위스키,보모어12년 잔세트,영국,700      ,40      ,1779년 아일레이의 첫 번째 증류소인 ‘보모어’. 역사적인 위스키 증류사 데이비드 심슨이 설립했으며 몰팅과 숙성에 전통적인 위스키 생산법을 유지하고 있다.‘보모어 12년’은 레몬과 벌꿀의 미묘한 향과 바다 소금을 연상시키는 피트 향이 특징이다.
위스키,보모어15년,영국,700      ,43      ,1779년 아일레이의 첫 번째 증류소인 ‘보모어’. 역사적인 위스키 증류사 데이비드 심슨이 설립했으며 몰팅과 숙성에 전통적인 위스키 생산법을 유지하고 있다.
위스키,볼모어21년,영국,700      ,49.7      ,
위스키,부나하벤12년,영국,700      ,46.3      ,
위스키,부나하벤토이터치,영국,700      ,46.3      ,
위스키,부쉬밀 블랙,영국,700,40,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부쉬밀10년,영국,700,40,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부쉬밀12년,영국,700      ,40      ,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부쉬밀16년,영국,700,40,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부쉬밀21년,영국,700,40,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부쉬밀오리지날,영국,700      ,40      ,아이리쉬위스키는 묵직하고 강한 전통적인 맛을 가지고 있다. 원료도 주로 맥아와 보리만 사용하고 전통적인 증류 방법을 고집하며 통에서 장기간 숙성시킨다
위스키,부커스 7년 (품절),미국,750      ,64.25      ,"맛 : 고도로 응축된 과일맛, 은은한 커피의 쓴 맛6대 대표 '부커 노'의 최고 걸작, 슈퍼 프리미엄 버번의 최고봉Beam이 귀빈 접대에 사용하다 평가가 너무 좋아서 제품화된 부커스는 6~8년 숙성된 오크통 중에서 최고만을 엄선해 물을 타거나 여과 등을 일체 하지않고 그대로 혼합해 병입하고 있습니다. 제조년에 따라 도수와 향미에 미묘한 차이가 있으며, 그것이 위스키 전문가들을 매료시키고 있습니다."
위스키,불렛라이,미국,700      ,45      ,
위스키,불렛버번,미국,700      ,45      ,
위스키,브룩라디,영국,700      ,59.8      ,
위스키,브룩라디 아일리발리,영국,700      ,61.3      ,
위스키,블랑톤싱글배럴,미국,750      ,46      ,
위스키,블랙 벨벳,캐나다,700      ,40      ,블랙 벨벳 위스키는 캐나다 위스키 입니다. 강한 맛과 부드러운 맛을 가지고 있으며 블랙 라벨로 알려져있다.
위스키,빅벤,영국,.,.,"빅벤 : 빅벤은 1859년 교수 George Airey, 천문학자, 왕족인 Edmund Beckett Denison에 의해 디자인되었다. 영국국회 의사당 시계탑에 13톤의 종을 올리면서 첫번째 위원이었던 Benjamin Hall의 이름을 따서 명명되었다. 빅벤 기념 자기는 영국의 이상적인 선물로 인식된다. 쎄라믹 도자기는 예술가 Phillip에 의해 디자인되었다. 스코틀랜드의 최고의 맛을 주기 위해, 50년의 경험자인 마스터 blender에 의해 특별히 선택된 최고 품질 스카치 위스키로 가득 차 있다. 오묘한 향미와 세라믹 탑은 애주가 및 수집가에게 최고의 제품으로 알려져 있다."
위스키,빅피트5시리즈,영국,700      ,.,
위스키,산토리가쿠빈,일본,700      ,40      ,"가쿠빈은 산토리의 다채로운 원주 가운데서 엄선된 몰트와 그레인 원주를 브렌딩하여 한국 소비자의 입맛에 맞게 만든 제품 입니다.1937년 가쿠빈(角瓶)탄생 이후 70년이 넘도록 지속된 네모진 병모양과 거북이 등조각 모양이 변치 않은 확실한 품질을 말해주고 있습니다.SUNTORY 가쿠빈은 키몰트의 야마자키 버본준원주 및 미디엄타입 그레인에서 유래하는 달짝지근한 향기나, 도톰하고 둥글둥글한 깊은 맛이 특징으로 가정의 어떤 요리와도 잘 어울리므로 반주로 더없이 훌륭한 제품입니다."
위스키,산토리히비끼21년,일본,700      ,43      ,
위스키,0,일본,700      ,43      ,
위스키,스카치 블루,영국,450      ,40      ,
위스키,스카치블루17,영국,450      ,40      ,
위스키,스카치블루21년,영국,500      ,40      ,
위스키,스카치블루30년,영국,500      ,40      ,
위스키,스칼리 웩,영국,700,46      ,
위스키,스파이스 트리,영국,700      ,46      ,"Best Scotch New Brand of the Year달콤하고 화려한 꽃향과 생강, 계피, 육두구, 바닐라 향을 느낄 수 있다."
위스키,스프링뱅크 10년,영국,700      ,46      ,"버번 케스크와 쉐리 케스크에서 숙성된 원액의 결합을 통하여 꽉 짜여진 탄탄한 구조감과 풍부한 피니쉬의 완벽한 밸런스를 유지합니다.향 : 피트와 바닐리, 그리고 몰트의 달콤함과 함께 우러나오는 여러가지 과일향, 특히 배 향이 두드러짐맛 : 몰트의 달콤함과 오크, 육두구와 계피류의 스파이시, 그리고 바닐라 에센스피니쉬 : 아리아리한 소금끼의 긴 여운과 함께 달콤함이 지속됨."
위스키,스프링뱅크 15년,영국,700      ,46      ,"향: 다크쵸콜렛, 크리스마스 케익과 아몬드, 토피, 오크 등맛: 크리미, 건포도, 다크 쵸콜렛, 무화과, 브라질 너츠, 바닐라피니쉬: 오크와 셰리의 긴 여운이 오랫동안 지속된다."
위스키,시바스리갈12년,영국,750       /1000      ,40,"시바스리갈12Y 용량:1000ml 시바스 리갈(Chivas Regal)은 시바스 브라더스(Chivas Brothers) 사가 제조 판매 중인 프리미엄 스카치 위스키이다. 시바스 브라더스 사는 1801년 스코틀랜드 애버딘에서 창립된 바 있다. 현재 시바스 브랜드는 프랑스 회사 프랑스어: Pernod Ricard가 소유하고 있다. 주정(sprit) 제조는 스코틀랜드 스파이사이드에 위치한 스트라시슬라 증류소에서 이루어지고 있다.12년산(12 Year Old), 18년산(18 Year Old), 25년산(25 year Old)의 세 종류가 판매되고 있다.세계적으로 유명한 스카치 위스키 브랜드로 인정받고 있다.달콤한 향과 맛을 가진 부드러운 위스키"
위스키,시바스리갈13년,영국,700      ,40      ,
위스키,시바스리갈15년품절,영국,700      ,40      ,
위스키,시바스리갈18년,영국,700,40,"시바스 리갈 골드 시그너쳐 18년산(Chivas Regal Gold Signature 18 Year Old): 최저 18년간 숙성된 위스키들을 가지고 섞음. 초콜릿 및 오렌지 향. 감귤향, 과일향이 나며, 과일맛, 감귤류맛이 난다. 끝에는 셰리주(남부 스페인 원산의 백포도주) 맛이 난다."
위스키,시바스리갈4.5L,영국,4500      ,40,"시바스 리갈(Chivas Regal)은 시바스 브라더스(Chivas Brothers) 사가 제조 판매 중인 프리미엄 스카치 위스키이다. 시바스 브라더스 사는 1801년 스코틀랜드 애버딘에서 창립된 바 있다. 현재 시바스 브랜드는 프랑스 회사 프랑스어: Pernod Ricard가 소유하고 있다. 주정(sprit) 제조는 스코틀랜드 스파이사이드에 위치한 스트라시슬라 증류소에서 이루어지고 있다.12년산(12 Year Old), 18년산(18 Year Old), 25년산(25 year Old)의 세 종류가 판매되고 있다.세계적으로 유명한 스카치 위스키 브랜드로 인정받고 있다.달콤한 향과 맛을 가진 부드러운 위스키이다."
위스키,싱글톤15년,영국,700,40,
위스키,싱글톤18년,영국,700      ,40      ,
위스키,써 에드워드 12년,영국,750      ,40      ,"2011년 SCOTCH WHISKY MASTERS 금메달2011년 SAN FRANCISCO SPIRTS COMPETITION 금메달 의  수상경력12년동안 오크 배럴에서 숙성되어져 바닐라, 토피  잘 구어진 토스트향과 함께  부드러운 목넘김과 바디감이 있습니다."
위스키,써 에드워드 2L,영국,2000,40      ,
위스키,써에드워드 2L,스코틀랜드,2000,40      ,
위스키,써에드워드12년,스코틀랜드,750      ,40,
위스키,써에드워드4.5L,영국,4500,40      ,천연 암반수를 사용 스코틀랜드 전통의 방식으로 증류한 위스키향미가 뛰어나며 부드러운 맛은 애주가들에게 많은 인기있는 제품
위스키,씨엔씨 뀌베 캐스크,미국,750,46      ,
위스키,씨엔씨버번캐스크,미국,750,46,
위스키,씨엔씨쉐리캐스크,미국,750,46,
위스키,아녹12년,영국,700      ,43      ,
위스키,아녹18년,영국,700      ,46      ,"청동빛이도는호박색신사적이스파이시와말린과일의달콤함이쵸콜렛과농익은오렌지,그리고무두질된가죽의향과함께어우러짐.풀바디,굵직하고향기로운스파이시,과일빵과레몬설탕절임의풍미가피어오르는바닐라,벌꿀,카라멜과함께매우잘어우러지며,매콤함과뜨거움으로시작하여맛있는달콤함과부드러움으로맺는여운이입안에남음."
위스키,아녹24년,영국,700      ,46      ,"오래된호박색크리스마스케익에서풍겨나오는진한달콤함과스파이시,풍부한벌꿀과바닐라,토피,레몬쥬스,과일과허브,말린꽃등의향이난다.오렌지설탕절임,따뜻한벌꿀과함께지속되는스파이시.바닐라커스타드,건포도,토피,팝콘,시트러스,그리고옅은스모키와함께입안에서느껴지는오래된가죽의느낌들이고숙성의조화로움을보여줌."
위스키,아드벡 10년,영국,700      ,46      ,"현존하는 위스키 중 가장 [[컬트]]적이고 독특한 위스키로, 위스키 매니아들의 최종 종착지..라고 까지 표현되는 독특하고 강렬한 위스키.이웃에는 [[라프로익]]과 [[라가불린]]이 있으며, 이 셋을 묶어 아일라 싱글몰트의 본좌로 취급한다. 그러나 앞의 두 이웃에서 나오는 제품이 (크레졸 비슷한 인상의-실은 아일라섬의 갯벌내음이라고 하는) 바닷내음의 피트향이 강하다면, 이 아드벡은 ""피트""자체의 향이 더 강한게 특징이며, 훈제향의 깊이 또한 최고봉을 달린다. 사실 실제 피트 함유량 자체가 아드벡이 높기는 하다"
위스키,아드벡 안 오,영국,700      ,46.6      ,
위스키,아드벡 우거다일,영국,700      ,54.2      ,
위스키,아드벡 코리브레칸,영국,700      ,57.1      ,"현존하는 위스키 중 가장 컬트적이고 독특한 위스키로, 위스키 매니아들의 최종 종착지..라고 까지 표현되는 독특하고 강렬한 위스키.이웃에는 라프로익과 라가불린이 있으며, 이 셋을 묶어 아일라 싱글몰트의 본좌로 취급한다. 그러나 앞의 두 이웃에서 나오는 제품이 (크레졸 비슷한 인상의-실은 아일라섬의 갯벌내음이라고 하는) 바닷내음의 피트향이 강하다면, 이 아드벡은 ""피트""자체의 향이 더 강한게 특징이며, 훈제향의 깊이 또한 최고봉을 달린다. 사실 실제 피트 함유량 자체가 아드벡이 높기는 하다."
위스키,아드벡위비스티,영국,700      ,47.4      ,
위스키,아란 로크란자 리저브,영국,700,43,
위스키,아란 마데이라,영국,700,50,
위스키,아란 마르살라,영국,700,50,"A 2018 entry into Arran's popular range of limited edition whiskies that have been finished in interesting casks. This single malt has spent the last months of its maturation in Marsala wine casks, which have lent jammy orange and raisin notes to Arran's sweet and fruity character."
위스키,아란 마크리무어,영국,700,46,
위스키,아란 마크리무어,영국,700,58,
위스키,아란 쉐리캐스크,영국,700      ,55.8      ,
위스키,아란 아마로네,영국,700,50,
위스키,아란10년,영국,700      ,46      ,"전통적인 증류방식을 현대적인 맥락에 맞춰 적용 ,핸드 크래프트 방식을 사용하는 부띠끄 증류소100% 스코틀랜드산 보리를 사용하여 아란의 기준에 맞도록 맥아 생산, 전통적인 스코틀랜드 방식으로 두번 증류됨"
위스키,아란12,영국,700,52.4,
위스키,아란14,영국,700,46,
위스키,아란배럴리저브,영국,700      ,43      ,
위스키,아란쿼터캐스크,영국,700,56.2      ,
위스키,아란포트,영국,700,50,
위스키,아메리칸허니,미국,700      ,35.5      ,
위스키,아벨라워 10년,스코틀랜드,700      ,40      ,"Colour: Gold.Nose: The dry, fresh, fruity aromas of early autumn apples and pears are subtly enhanced with sweet notes of vanilla and mint toffee.Palate: Exceptionally smooth and creamy, with spicy-sweet nutmeg and honey combining with the freshness of autumn fruits.Finish: Long, soft and warming."
위스키,아벨라워12년,영국,700,40,
위스키,아벨라워16년,영국,700      ,40      ,
위스키,야마자키 18년,일본,700      ,43      ,
위스키,야마자키12년,일본,700      ,43      ,
위스키,야마자키DR,일본,700      ,43      ,야마자키 위스키는 일본 최초의 싱글몰트 위스키 증류소인 오사카 ‘야마자키 증류소’에서 만들어지는 최고급 싱글몰트 위스키다. 야마자키 DR은 야마자키 제품으로는 드물게 연산이 표시되지 않는 제품으로 일본에서 출시하자마자 큰 인기를 끌며 핵심 제품으로 자리 잡았다. 야마자기 DR은 야마자기 증류소 위스키 원액을 프랑스 보르도 레드와인 오크통과 유러피안 셰리와인을 숙성시켰던 오크통 그리고 핵심인 일본 참나무통에서 숙성 된 원액을 최고의 맛을 낼 수 있도록 조화롭게 블렌딩 해 만들었다115.
위스키,에반 윌리엄스,미국,750      ,43      ,
위스키,에반윌리암스,미국,750      ,43.3      ,
위스키,에버펠디12년,영국,700      ,40      ,
위스키,에피큐리안,영국,700,46.2      ,
위스키,옐로우로즈,미국,700      ,40      ,
위스키,옐로우스톤셀렉트,미국,700,46.5      ,
위스키,오마르 싱글몰트 버번,대만,700,46,
위스키,오마르 싱글몰트 쉐리,대만,700,46,
위스키,오반 14년 (싱글몰트),영국,700      ,43      ,오반은 스코틀랜드 북부인 하일런스 서쪽 해안에 1794년에 세워진 증류소의 이름이자 해당 증류소 위스키의 브랜드명입니다. 오반은 상대적으로 균형잡힌 맛과 향을 가지고 있고 하일랜드 동부 지역의 달콤한 위스키와 서쪽 섬들의 강한 피트향의 위스키의 중간 정도라 할 수 있읍니다.
위스키,오크 크로스,영국,700      ,43      ,정향나무 향신료의 노트와 살짝 가미된 바닐라와 과일향이 특징
위스키,오큰토션 12년,영국,700      ,40      ,"세 번 증류하고 피트 향을 배제한 몰트를 사용한 오큰토션 위스키는 섬세하고 부드러운 풍미를 지닌다. 캐러멜과 풍부한 초목의 향기, 달콤하고 부드러운 감귤과 라임의 맛이 쌉싸래한 생강과 견과류 맛과 조화롭게 어우러진다."
위스키,오큰토션 18,영국,700      ,43      ,
위스키,오큰토션쓰리우드,영국,700      ,43      ,
위스키,올드 포레스터,미국,750      ,50,올드 포레스터버번 특유의 섬세함을 살려 세계적인 극찬을 받은 버번위스키
위스키,올드파 12년,영국,750      ,40      ,올드 파는 1871년에 글렌리스 형제에 의해 탄생했다. 이들 형제는 고품질의 블렌디드 스카치 위스키를 시장에 출시하는 데 있어 선구자 역할을 한 인물들이다. 이 시기는 위스키를 블렌딩하는 기술이 아직 발달하기 전이었지만 이들 형제는 끊임없이 새로운 실험을 했다.이들의 목표는 세상에서 한 번도 보지 못한 가장 훌륭한 스카치 위스키 브랜드를 만들어 내는 것이었다. 이들의 목표는 결코 쉬운 것이 아니었지만 참고 견딘 끝에 결국 탁월한 위스키 블렌딩 기법을 터득하게 되었다. 이들 형제의 성공은 올드 파 블렌딩 기법의 훌륭함을 증명하는 것이다. 글렌리스 형제는 자신들의 위스키가 영원히 사랑받기를 바라며 영국 역사상 최장수를 기록한 전설적인 인물 ‘토마스 파’의 애칭을 브랜드 네임으로 결정하였다
위스키,올드풀티니12년,영국,700      ,40      ,
위스키,올드풀티니17년,영국,700      ,46      ,"가을의황금빛벌판을연상시키는붉은빛이감도는호박색사과를연상시키는달콤함과바닐라,그리고배의풍미가시트러스와약간의우디,그리고버터스카치의힌트들과어우러짐풀바디,다양한꽃과바닐라를기본으로우러나오는진한달콤함과시트러스,토피,그리고벌집,퍼지캔디,달콤한씨리얼등의풍미가느껴지고,허브와찐득한오크의느낌이매우긴여운으로남음."
위스키,올드풀티니21년,영국,700      ,46      ,"반짝이는황금빛호박색사과와배를연상시키는달콤한풀바디,스치듯다가오는향수느낌의스파이시스모키의힌트와함께우러나오는크리미,토피,바닐라,그리고구운사과의맛이아주좋은밸런스를보여주며,길고드라이한피니시로이어짐"
위스키,와일드 터키 바틀인 본드,미국,700      ,50      ,
위스키,와일드터키 13년,미국,700,45.5,
위스키,와일드터키 8년,미국,700,50.5,
위스키,와일드터키 라이,미국,700      ,40.5      ,"와일드 터키 라이는 황금빛을 띄는 갈색에 국내에서 보기 힘든 라이 위스키이다. 민트와 그을린 오크, 바닐라에 노스다코타의 호밀 토스트 향을 느낄 수 있고 나무, 파인애플, 카라멜의 달콤한 맛과 미묘한 향신료가 여운을 남긴다."
위스키,와일드터키 레어브리드,미국,750      ,54.1      ,와일드터키레어 브리드는 와일드터키 위스키중 위스키 원액으로 만든 고급 제품 입니다. 톡쏘는 듯한 매콤한 향과 짙은 오크향 그리고 부드러움을 가지고 있습니다.
위스키,와일드터키 롱브랜치,미국,750,45,
위스키,와일드터키 켄터키 스피릿,미국,750,50.5,
위스키,와일드터키101,미국,700,50.5,
위스키,와일드터키12년,미국,700      ,50.5      ,
위스키,와일드터키1894,미국,700      ,45      ,
위스키,와일드터키코너스톤라이,미국,700      ,54.5      ,
위스키,왕좌의게임 싱글몰트,영국,700,40,
위스키,요트 클럽,영국,700      ,40      ,
위스키,우드포드 리저브,미국,750      ,43.2      ,"우드포드 리저브는 버번의 명가 브라운 포맨에서 정통 버번의 명맥을 잇고, 그 맛과 향을 되살려 내기 위해 만들기 시작한 제품이다세계 최고의 권위를 가진 ‘국제 와인 및 주류 품평회(IWSC)’에서 2001년에 금메달 수상하였다.부드럽고 강한 바닐라 향과 버터 스카치 캔디, 시나몬 향. 건포도, 너트, 당밀의 달콤한 맛이 오래 지속된다. 오크와 캐러멜, 과일 맛이 부드럽고 깨끗하고 깔끔하게 느껴진다."
위스키,우드포드리저브라이,미국,700,43.2,"Made in the traditional style of Kentucky Ryes, Woodford Reserve Kentucky Straight Rye Whiskey delivers bold flavors of pepper and tobacco with a long fruit and sweetly spiced finish."
위스키,울프번 노스랜드,영국,700      ,46      ,
위스키,울프번 랑스킵,영국,700      ,46      ,
위스키,울프번 몰벤,영국,700      ,46      ,
위스키,울프번 오로라,영국,700      ,46      ,
위스키,워터포드 더 뀌베,영국,700,50,
위스키,워터포드바이오다이나믹,영국,700,50,
위스키,워터포드싱글팜오리진,아일랜드,700,50,
위스키,워터포드싱글팜오리진,영국,700,50,
위스키,워터포드오가닉가이아1.1,영국,700,50,
위스키,윈저 17년,한국,450      ,40      ,
위스키,윈저 시그니처12년,영국,450      ,35      ,
위스키,윈저 시그니처17년,영국,450      ,35      ,
위스키,윈저12년,영국,450      ,40      ,
위스키,윈저21년,한국,500      ,40      ,
위스키,윈저더블유아이스,영국,450      ,40,
위스키,윈저블랙17년,영국,450      ,40      ,
위스키,윌렛 팟스틸 리저브,미국,700      ,47      ,
위스키,윌렛라이위스키,미국,750,50~56      ,
위스키,이글레어10년  품절,미국,700      ,45      ,
위스키,이와이,일본,750      ,40      ,
위스키,이와이 트레디션,일본,750      ,40      ,
위스키,인버하우스 35Y,영국,750      ,43      ,"인버하우스는 1856년 하이랜드 지방 인버네스에서 윌리엄 데빗드슨 사가 세상에 출시한 것에서 시작한다. 현재는 로우랜드 지방 라나크샤의 에드리 마을에서 인버하우스 디스틸러즈사가 제품화하고 있다. 동사의 소재지는 원래 로우랜드 몰트인 모팩트 증류소였기 때문에 글렌 프라글라라는 온화한 몰트를 생산했는데, 1980년대 중반부터 증류를 중지하고 있다.그 증류소 자리를 본거로 하는 인버 하우스 사는 현재 하이랜드 몰트인 노크듀 증류소를 소유하고, 싱글 몰트로서 녹크듀와 안노크라는 브랜드를 발매하고 있다. 1893년 창업한 이 증류소는 중용 타입의 우수한 하이랜드 몰트를 생산했는데, 1983년에 일시조업을 중지한 후, 1989년에 증류를 재개했다. 이 몰트의 특징은 스카치 버터를 연상시키는 윤기있는 향, 달콤함과 과일향을 갖춘 부드러운 향미에 있다. 현재의 인버 하우스는 이 중용 타입의 우수한 하이랜드 몰트를 풍미의 중핵에 두고, 그 외 여러가지 몰트를 배합해서 부드러운 맛의 블렌디드 스카치를 만들고 있다.     인버 하우스라는 라벨 밑에 그린 프레이드라는 문자가 들어있는 병이 있는데, 이는 “녹색격자무늬의 쇼울""를 말한다. 윗 사진 오른쪽의 스탠더드 제품은 “소프트 어즈 어 키스""가 특색인 부드러운 맛. 12년산, 17년 산에는 부드러움에 원숙한 숙성감이 가미된 제품. 21년 산은 25년부터 26년간 숙성한 몰트 원액 20종류를 중심으로 배합한 것. 장기 숙성을 느끼게 하는 향기와 깊은 여운을 남기는 것이 특징. 25년 산은 25년부터 30년간 숙성한 몰트 원액 15종이 중심. 더욱 깊이 있는 맛을 즐길 수 있다. 35년 산은 엄선된 몰트 원액 20종을 배합한 것. 자기 숙성에서 우러나오는 향은 다른 어느 제품에서도 그 예를 찾아볼 수 없다."
위스키,일리악  C S,영국,700      ,58      ,
위스키,일리악 싱글몰트,영구,700      ,40      ,
위스키,임페리얼12년,대한민국,450      ,40      ,
위스키,임페리얼17,영국,450      ,40      ,
위스키,임페리얼17,영국,450,40,
위스키,임페리얼21년,한국,500      ,40      ,
위스키,임페리얼퀀텀19년,한국,500      ,40      ,
위스키,잭다니엘,미국,750        / 1000      ,40      , 미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.
위스키,잭다니엘 싱글베럴,미국,700      ,40      ,"잭다니엘 싱글베럴은 뛰어나고 중후한 맛이 특징이다. 특히 그을린 오크통의 향, 바닐라, 캬라멜 향이 강조되는데, 각각의 베럴에 사용된 참나무의 차이로 인해 그 베럴로부터 나온 한 병 한 병마다 맛, 향, 색깔이 오묘하게 다르다.      잭다니엘 싱글베럴은 제품 하나하나를 장인정신으로 만들고 시간이 많이 걸리기 때문에 생산량이 한정되어있어, 하루에 매우 한정된 양의 베럴만이 병입 된다. 디켄더 유리병마다 Mr. Jack Daniel의 서명이 새겨져 있으며 손으로 직접 라벨을 붙이고, 병마다 고유 배럴 넘버와 병입 날짜가 적혀 있다."
위스키,잭다니엘1.75L,미국,1750,40      ,미국 위스키는 곡류를 발효시켜 만든 양조주를 증류해 95% 이하의 알코올을 만든 다음 오크통에 2년 이상 숙성 한 다음 병입한 것으로 규정하고 있습니다.이런 미국 위스키 중에는 켄터기주 버번 지역에서 자라는 옥수수를 주원료로 만든 버번 위스키가 가장 유명한데 그 대표적인 것이 잭다니엘 입니다.
위스키,잭다니엘애플,미국,700      ,35      ,
위스키,잭다니엘허니,미국,700      ,35      ,"잭 허니는 잭 다니엘 특유의 클래식한 풍미에 천연 벌꿀에서 느껴지는 부드러운 달콤함, 풍부한 견과류의 향을 더한 것이 특징인 제품이다. 기존 잭 다니엘스(40도)에 비해 낮아진 35도의 저도수 알코올로 기존 잭 다니엘스 마니아 뿐만 아니라 여성들에게까지 큰 사랑을 받고 있다."
위스키,잭다니엘허니잔,.,.,.,
위스키,제이앤비 레어,영국,700,40,
위스키,제이앤비 리저브,영국,500 /700/      ,40,
위스키,제이앤비 제트,영국,375,40      ,
위스키,제임스 이페퍼 1776,미국,700      ,50,
위스키,제임스 이페퍼 1776,미국,700,58.6,
